Date,Dynamic Risk Averse,Dynamic Risk Neutral,Dynamic Risk Loving,60/40 SPY-TLT,SPY
2013-05-10,101.80017833798654,100.71172712398793,101.63080679045338,99.76537740355538,100.32542299546199
2013-05-13,101.18273535296063,100.39187119631114,101.12525672082495,99.50722087569041,100.4052644891349
2013-05-14,102.22220790120147,101.09584978688468,102.13935990085092,99.69184666636438,101.44282172392771
2013-05-15,103.22409710953433,101.55278990514196,103.0665353037792,100.28085109446818,101.9891812112374
2013-05-16,102.34756247160588,101.39921715514149,102.15548473690068,100.41540649824643,101.51032913132826
2013-05-17,103.69780905281063,102.05372740703879,103.49357388398496,100.49025507211805,102.49265513848458
2013-05-20,103.61070282936966,102.29397471013945,103.46781814559081,100.43858180916713,102.48651704860256
2013-05-21,103.74147129073027,102.26350378203097,103.50419052073627,100.84132129221382,102.63381962446935
2013-05-22,101.93010943642074,101.07268064265931,101.7959720884872,99.79350037779263,101.87254592217737
2013-05-23,102.19994389651966,100.47537109862834,101.95377509616574,99.8094059792843,101.57782495742713
2013-05-24,102.1616096220443,100.4022329495408,101.96090995138707,99.81348645863697,101.49188011777721
2013-05-28,102.71113635336826,101.06376439407202,102.56961305201224,99.16036503818499,102.09972473562206
2013-05-29,101.7696984861543,100.50635858239015,101.62309184068741,99.21994484488178,101.4366488901407
2013-05-30,102.43560003108803,100.66528382778112,102.17984943074903,99.3432061448894,101.81116502335716
2013-05-31,101.32318084898371,99.24016885771469,101.05594227944809,98.35278968595371,100.34995219238671
2013-06-03,101.69641458694372,99.86426156786385,101.4904049164022,98.88620327900851,100.90253083869005
2013-06-04,101.41543386779206,99.32934902070623,101.17309898667195,98.23570925340438,100.41750592499392
2013-06-05,99.90809596447129,98.3713220968018,99.7466564887472,97.95296818720131,99.01154748426332
2013-06-06,100.64862486644822,99.56599457112023,100.5182125416263,98.46124889060607,99.90794023307136
2013-06-07,101.48607599112285,100.52576313751207,101.30817489879487,98.50859529957496,101.17882595249255
2013-06-10,101.84293948125696,100.52917263992347,101.68449066536856,98.32057842014032,101.17882595249255
2013-06-11,100.36871160777609,99.38945706691601,100.22470761111022,98.17994657948162,100.13508430261105
2013-06-12,99.52547637370853,98.62719451483206,99.39270446959581,97.13065414283878,99.30629161161684
2013-06-13,101.05386719988738,100.26767210775702,100.89247423936398,98.62573839625678,100.81657441773845
2013-06-14,100.62661378080742,99.81838810044992,100.42373784958312,98.16116897266325,100.18418902166721
2013-06-17,101.4929114446319,100.43004424475876,101.2787781504979,98.40899094806962,100.95778522892991
2013-06-18,101.75584363329268,101.2225922688605,101.60934584505412,98.89664098617884,101.755922214419
2013-06-19,102.07028038005252,99.86273703791917,101.72993544362494,97.6681775890683,100.34995219238674
2013-06-20,99.23247472008245,97.11275434221899,98.86774876256578,95.57498855391997,97.86346988768918
2013-06-21,99.45081728569335,97.15367781873599,99.09288325902371,95.1107525184606,98.17764743923524
2013-06-24,98.21949710190543,96.20925484871815,97.94188340016136,94.5475564249752,96.93703524236423
2013-06-25,99.32512005881031,97.19330517997592,99.08127850831131,94.75597255676558,97.869063656393
2013-06-26,99.35692024622072,97.98224076348016,99.17913376263884,95.56482633019337,98.8380364227305
2013-06-27,99.30626344052887,98.92074413057755,99.20465109572957,96.29216245035963,99.41819014829628
2013-06-28,99.30283816264442,98.85260975939443,99.19351452588579,96.31883503979648,99.01087576876682
2013-07-01,99.64920887194683,99.2804529990422,99.49528504289353,96.73507439520584,99.59104107563425
2013-07-02,99.13481384867947,99.2503946451951,98.94001565986005,96.6565657111743,99.49844856882908
2013-07-03,99.12680017729497,98.95576281947345,98.9165346894055,96.56612384110007,99.54166998663982
2013-07-05,100.11503956671288,99.79087430125519,99.89513648941806,95.87452009574613,100.61554618345153
2013-07-08,100.24877866809838,100.15148864825234,100.08297985339985,96.57443265576737,101.1895849817386
2013-07-09,100.45684249352784,100.37532753939544,100.28274612724053,97.03105989741665,101.91784039298597
2013-07-10,100.88299381898307,100.3349388004214,100.59376662952772,96.74868033472859,101.9548889770097
2013-07-11,102.67412665150215,101.82411633742221,102.47419357160557,97.99327768155311,103.34356811565735
2013-07-12,102.88023316507322,102.12449386198278,102.66003300564672,97.98513793756347,103.38676637086476
2013-07-15,103.2184346684654,102.79212704232594,103.08302123406408,98.41716516352767,103.78176982672518
2013-07-16,102.9885101319596,102.13175880522857,102.78584407183531,98.33046734543174,103.3929971111601
2013-07-17,102.705291670829,102.35425893241295,102.52608746242255,98.55429023403866,103.65837105749327
2013-07-18,103.0866608111643,103.19110350165657,103.0250438922534,98.38569630136858,104.22616753418336
2013-07-19,101.22431921954804,102.9586429525985,101.08603987640666,99.11290790628865,104.41136412909538
2013-07-22,101.09313666407284,102.96565479083104,100.94659995117206,99.28697656571674,104.61497499365345
2013-07-23,100.60271217454616,102.75658011282086,100.41504365244818,98.99343384603687,104.39281088382934
2013-07-24,100.21178343096896,101.82731960177094,99.95210857583034,98.27387774292198,104.01014151424128
2013-07-25,100.685491954649,102.21336741923616,100.43570635746784,98.40276151772406,104.26320453690543
2013-07-26,100.81895673675551,102.40188723237358,100.62212395889318,98.7073550708348,104.37430396376996
2013-07-29,100.31042888702042,101.64289075822235,100.07691123842595,98.23679330769487,104.05332818814703
2013-07-30,101.0020102357732,101.55222493238378,100.6924653450557,98.22215010208163,104.05332818814703
2013-07-31,100.89874520344242,101.36807051726035,100.53344596452096,98.40691728502452,104.12742535619448
2013-08-01,102.19899663962767,102.68476504018156,101.79721117090648,98.33091249456743,105.33096580643844
